epoch,train_loss,val_loss
1,39.795885186589345,30.044576139531586
2,21.72735897564141,16.875388675265842
3,15.53332194847259,13.587187204605494
4,14.32613393995497,13.80335776011149
5,13.823592438657059,13.113858198508238
6,13.80843429348068,12.741359963376297
7,12.954901206187714,12.497623117561014
8,12.485867625288135,18.690945234054173
9,11.949173326845523,12.80434078640408
10,11.851809349494783,17.560185497642582
11,12.286689500183801,9.84262836488903
12,12.016750569357152,18.324557858654575
13,11.682325914714411,11.491317186600122
14,11.1872171200918,8.683475771520891
15,10.135511360277137,10.37641474731967
16,9.740595923529732,8.543656292124691
17,9.474281080088385,16.154565224280724
18,9.113211669813195,11.446450396480722
19,8.820929241995525,8.4152590759799
20,8.081184941479284,10.811744820358406
21,7.669196354357945,9.319461529071514
22,7.313987759103802,9.544246086707481
23,6.91452726000055,8.712785174704006
24,6.25518435290736,8.703084701146835
25,6.5914108107911895,7.313424656533788
26,6.230024394825993,7.533594090714414
27,5.992692145866546,8.082936490702833
28,5.602592378600031,7.0711876306778345
29,5.5500545012645235,6.809147810324644
30,5.371581428071373,6.644068587539542
31,5.387406004120482,7.3777170099763785
32,5.296979203183427,8.778378559992863
33,5.0335207990771345,6.899806487254607
34,4.690949972538527,8.25049880427173
35,5.0239931090265255,6.804466907794659
36,4.738864056405179,6.90710445958325
37,4.018466422360847,6.640668037610176
38,3.6298081759374026,5.950486256526067
39,3.6936108787514885,7.0329317272218885
40,3.6073706319868735,6.269607649909125
41,3.3098133934868708,5.817520761082315
42,3.1093581001303474,6.199718507946047
43,3.347231677454761,7.076492717123439
44,3.178936075281214,5.7989546294905185
45,2.9489005814250717,5.871759789621728
46,2.9829687841257817,6.350473884843353
47,3.0114645890021254,6.053897873968141
48,2.8587439556067484,7.6009416661710825
49,2.7915954861545833,5.918586910280407
50,2.716035549457257,6.668144103808281
51,2.246285740126911,6.095893859863281
52,2.160871413358596,5.781289010985285
53,2.0941839082288607,6.047627359373957
54,1.946452496737836,5.947652058723645
55,2.001689503335545,5.695124357174604
56,1.8616195200515269,5.756009762103741
57,1.8708058816415292,5.679975346622304
58,1.849239251552484,5.665717214600653
59,1.8606727306659405,5.955508452195388
60,1.672857692099025,6.097614255725828
61,1.6567333471401464,5.6836228085379314
62,1.638139626918695,5.798606106358716
63,1.5910013258626998,5.817082290975456
64,1.6927267438665754,5.940353100116436
65,1.4180984660091562,5.670822004986625
66,1.304583666331408,5.61497482071575
67,1.4006427427981993,5.6134095966306505
68,1.2711778733125778,5.712635684217143
69,1.205465034202293,5.687474862123147
70,1.246691277224114,5.714855715759799
71,1.1849313937021457,5.787416710812821
72,1.1745807126037076,5.946716879168127
73,1.171256334353716,5.774324254093007
74,1.038413175490507,5.7284070039406805
75,1.0546171617643785,5.858336195986495
76,1.0044745366457861,5.6947491311619425
77,1.0095171317076073,5.65241833222218
78,0.9816578324364121,5.723655179015592
79,1.0223676947786597,5.621291299151559
80,0.9103109734690088,5.690891477796766
81,0.8793099395230285,5.739178290733924
82,0.8996300276188429,5.71051507933527
